location,total_sqft,bhk,bath,metro_dist,price
US_NAmes,1252,3,1.0,5.0,113.6
US_NAmes,1100,3,1.0,5.0,112.8
US_NAmes,1118,3,1.0,5.0,122.4
US_BrkSide,720,2,1.0,5.0,58.0
US_BrkSide,729,2,1.0,5.0,41.6
US_BrkSide,1077,2,1.0,5.0,94.4
US_BrkSide,906,2,1.0,5.0,69.6
US_NAmes,1496,3,2.0,5.0,113.2
US_NAmes,1252,3,1.0,5.0,95.2
US_NAmes,1337,3,1.0,5.0,113.2
US_NAmes,1661,3,1.0,5.0,132.4
US_NAmes,1036,3,1.0,5.0,90.32
US_NAmes,1820,4,2.0,5.0,161.44
US_NAmes,1362,3,1.5,5.0,130.4
US_NAmes,1144,3,1.0,5.0,111.96
US_NAmes,1537,3,1.5,5.0,139.2
US_NAmes,1431,3,1.0,5.0,132.0
US_NAmes,1988,4,2.5,5.0,181.6
US_NAmes,1098,3,1.0,5.0,108.0
US_NAmes,1144,3,1.5,5.0,99.2
US_NAmes,1283,3,1.0,5.0,112.0
US_NAmes,1176,3,1.0,5.0,109.2
US_NAmes,1440,2,2.0,5.0,148.0
US_NAmes,1261,3,1.0,5.0,130.4
US_NAmes,1570,3,1.0,5.0,133.44
US_NAmes,1196,2,1.0,5.0,111.2
US_NAmes,1392,3,1.5,5.0,132.8
US_NAmes,1080,3,1.0,5.0,108.8
US_NAmes,1104,3,1.0,5.0,106.4
US_NAmes,882,2,1.0,5.0,92.8
US_NAmes,1152,3,1.5,5.0,110.0
US_NAmes,950,2,1.0,5.0,104.0
US_NAmes,1790,3,2.0,5.0,144.0
US_NAmes,952,2,1.0,5.0,111.2
US_NAmes,773,2,1.0,5.0,88.0
US_NAmes,1764,4,2.5,5.0,80.0
US_NAmes,1216,2,1.0,5.0,94.8
US_NAmes,1824,5,2.0,5.0,116.8
US_OldTown,869,1,1.0,5.0,71.92
US_OldTown,1159,3,1.0,5.0,91.2
US_NAmes,1558,3,1.5,5.0,112.0
US_OldTown,672,2,1.0,5.0,69.52
US_OldTown,1436,3,1.0,5.0,111.2
US_OldTown,1294,3,2.0,5.0,85.0
US_NAmes,1716,4,1.5,5.0,136.8
US_NAmes,1044,3,1.5,5.0,111.2
US_NAmes,1312,3,1.5,5.0,148.8
US_NAmes,1253,2,1.5,5.0,125.6
US_NAmes,1081,3,1.0,5.0,118.4
US_NAmes,2069,4,2.0,5.0,193.6
US_NAmes,910,3,1.0,5.0,92.8
US_NAmes,876,2,1.0,5.0,75.2
US_NAmes,1048,3,1.0,5.0,78.64
US_NAmes,1507,4,2.0,5.0,101.6
US_NAmes,1256,3,1.5,5.0,127.2
US_NAmes,1027,3,1.0,5.0,100.72
US_NAmes,1269,3,1.5,5.0,124.0
US_NAmes,1320,3,2.0,5.0,110.4
US_NAmes,984,2,1.0,5.0,90.0
US_NAmes,832,2,1.0,5.0,84.4
US_NAmes,1278,4,1.0,5.0,102.0
US_NAmes,1800,6,2.0,5.0,104.0
US_NAmes,1588,3,1.5,5.0,120.0
US_NAmes,825,2,1.0,5.0,87.6
US_NAmes,1796,4,1.5,5.0,112.0
US_NAmes,1611,4,1.5,5.0,134.32
US_NAmes,1117,3,1.0,5.0,109.496
US_OldTown,1133,3,1.0,5.0,114.4
US_OldTown,764,2,1.0,5.0,58.4
US_OldTown,1539,3,2.0,5.0,126.0
US_OldTown,1323,3,1.0,5.0,98.08
US_OldTown,1360,2,1.0,5.0,88.8
US_OldTown,2792,5,2.0,5.0,204.8
US_OldTown,672,2,1.0,5.0,51.2
US_OldTown,1456,4,1.5,5.0,111.6
US_OldTown,1594,3,2.0,5.0,94.4
US_OldTown,2082,3,2.5,5.0,160.0
US_OldTown,1656,2,2.0,5.0,95.3312
US_OldTown,1740,2,1.0,5.0,97.8
US_OldTown,1027,2,1.0,5.0,96.0
US_OldTown,1436,3,2.0,5.0,124.0
US_OldTown,899,2,1.0,5.0,62.4
US_OldTown,1080,3,1.0,5.0,76.0
US_OldTown,789,2,1.0,5.0,92.0
US_OldTown,1122,2,1.0,5.0,117.6
US_OldTown,1499,3,1.0,5.0,112.0
US_OldTown,407,1,1.0,5.0,37.2
US_OldTown,928,3,1.0,5.0,90.0
US_OldTown,901,2,1.0,5.0,86.32
US_OldTown,1588,5,2.0,5.0,52.0
US_OldTown,3493,3,3.0,5.0,236.0
US_OldTown,1627,4,2.0,5.0,111.6
US_OldTown,1416,4,1.5,5.0,123.12
US_OldTown,1450,3,1.0,5.0,105.6
US_OldTown,1344,4,1.0,5.0,78.4
US_OldTown,1017,2,1.0,5.0,91.2
US_OldTown,2350,4,2.0,5.0,104.0
US_OldTown,2058,3,1.5,5.0,103.6
US_OldTown,1540,3,1.5,5.0,103.52
US_OldTown,1378,3,2.0,5.0,128.8
US_OldTown,1912,3,2.0,5.0,130.4
US_OldTown,1484,3,2.0,5.0,102.4
US_OldTown,2358,4,2.0,5.0,97.6
US_OldTown,1111,2,1.0,5.0,93.52
US_OldTown,2775,3,3.5,5.0,260.0
US_OldTown,1086,2,1.0,5.0,44.0
US_OldTown,2495,5,2.0,5.0,147.2
US_OldTown,984,2,1.0,5.0,88.0
US_OldTown,1795,4,2.0,5.0,105.2
US_OldTown,882,2,1.0,5.0,77.6
US_OldTown,1093,2,1.0,5.0,92.4
US_BrkSide,1143,2,1.0,5.0,110.4
US_BrkSide,1668,3,1.5,5.0,86.4
US_BrkSide,935,2,1.0,5.0,63.6
US_BrkSide,1738,3,2.0,5.0,122.4
US_BrkSide,784,2,1.0,5.0,87.6
US_BrkSide,1210,3,1.0,5.0,99.2
US_BrkSide,1290,3,1.5,5.0,85.52
US_BrkSide,1672,3,1.5,5.0,131.92
US_BrkSide,949,2,1.0,5.0,95.2
US_BrkSide,1158,3,1.0,5.0,96.0
US_BrkSide,1497,3,2.0,5.0,125.6
US_BrkSide,1342,2,2.0,5.0,84.0
US_BrkSide,1013,3,1.0,5.0,90.4
US_BrkSide,1216,3,1.0,5.0,92.0
US_BrkSide,896,2,1.0,5.0,63.2
US_BrkSide,1136,2,1.0,5.0,98.4
US_BrkSide,808,1,1.0,5.0,65.04
US_BrkSide,1573,3,2.0,5.0,130.32
US_BrkSide,2009,4,2.0,5.0,120.0
US_OldTown,1902,4,2.0,5.0,98.8
US_OldTown,1774,2,2.0,5.0,103.92
US_BrkSide,1362,3,2.0,5.0,102.4
US_BrkSide,520,1,1.0,5.0,54.8
US_BrkSide,1285,2,1.0,5.0,101.6
US_BrkSide,1848,4,1.5,5.0,165.6
US_BrkSide,1820,4,2.0,5.0,147.2
US_BrkSide,1716,4,2.0,5.0,130.0
US_BrkSide,1505,3,1.0,5.0,116.0
US_BrkSide,838,2,1.0,5.0,104.0
US_OldTown,1984,5,2.0,5.0,128.0
US_OldTown,1666,3,1.0,5.0,128.8
US_OldTown,1609,3,1.0,5.0,102.0
US_IDOTRR,768,1,1.0,5.0,75.08
US_IDOTRR,1536,4,1.5,5.0,108.8
US_IDOTRR,1969,4,2.0,5.0,112.8
US_IDOTRR,1308,2,2.0,5.0,96.0
US_IDOTRR,1040,2,1.0,5.0,102.0
US_IDOTRR,1236,3,2.0,5.0,101.6
US_IDOTRR,1406,3,1.0,5.0,71.6
US_OldTown,825,2,1.0,5.0,100.0
US_OldTown,1198,4,1.0,5.0,63.92
US_IDOTRR,759,1,1.0,5.0,68.0
US_IDOTRR,1344,3,2.0,5.0,65.9
US_IDOTRR,1469,3,1.0,5.0,108.0
US_Sawyer,1054,3,1.0,5.0,99.2
US_Sawyer,1211,3,1.0,5.0,107.2
US_Sawyer,1271,4,2.0,5.0,108.0
US_ClearCr,1588,4,2.0,5.0,107.5456
US_Edwards,1355,4,2.0,5.0,102.0
US_Sawyer,1075,3,1.0,5.0,118.4
US_Sawyer,1040,3,1.0,5.0,103.6
US_Sawyer,1096,3,1.0,5.0,126.0
US_Sawyer,904,3,1.0,5.0,87.92
US_Sawyer,992,3,1.0,5.0,116.0
US_Sawyer,894,3,1.0,5.0,104.0
US_Sawyer,1034,3,1.0,5.0,122.4
US_Sawyer,1073,3,1.0,5.0,96.0
US_Sawyer,1126,2,1.0,5.0,121.6
US_Sawyer,1258,0,1.0,5.0,87.1672
US_Sawyer,1140,3,1.0,5.0,76.4328
US_Sawyer,1006,3,1.0,5.0,64.0
US_Sawyer,1228,3,1.5,5.0,119.48
US_Sawyer,960,3,1.0,5.0,115.92
US_Sawyer,1188,1,1.0,5.0,148.0
US_Sawyer,1383,3,1.0,5.0,132.0
US_ClearCr,1252,1,1.0,5.0,188.0
US_Sawyer,1601,3,1.0,5.0,112.0
US_Sawyer,672,2,1.0,5.0,86.4
US_ClearCr,1721,3,2.0,5.0,116.0
US_Sawyer,1350,2,1.5,5.0,121.92
US_Sawyer,904,3,1.0,5.0,115.2
US_ClearCr,1291,2,1.0,5.0,138.4
US_ClearCr,2022,4,2.5,5.0,153.6
US_ClearCr,1524,3,2.0,5.0,196.0
US_ClearCr,1363,2,1.0,5.0,193.2
US_ClearCr,1663,2,1.0,5.0,204.8
US_Edwards,1357,2,1.0,5.0,141.6
US_Edwards,1079,2,1.0,5.0,100.48
US_Edwards,1094,3,1.0,5.0,124.0
US_ClearCr,2358,5,3.0,5.0,192.0
US_Edwards,1518,2,1.0,5.0,208.0
US_Edwards,1674,4,2.0,5.0,148.0
US_Edwards,2108,4,2.0,5.0,188.0
US_Edwards,1509,3,1.0,5.0,127.92
US_Edwards,864,2,1.0,5.0,79.68
US_Edwards,1269,3,1.5,5.0,107.6
US_Edwards,1367,4,1.0,5.0,95.2
US_Edwards,1347,3,1.0,5.0,86.0
US_Edwards,1164,3,1.0,5.0,100.0
US_Edwards,1096,2,1.0,5.0,63.2
US_Edwards,1111,3,1.0,5.0,76.0
US_SawyerW,2329,4,2.5,5.0,209.824
US_SawyerW,2814,4,2.5,5.0,208.0
US_SawyerW,1626,3,2.5,5.0,181.2
US_SawyerW,2200,4,2.5,5.0,180.0
US_SawyerW,2037,3,2.5,5.0,183.2
US_CollgCr,1356,3,2.5,5.0,141.9512
US_CollgCr,1615,3,2.0,5.0,198.8
US_CollgCr,2276,3,2.0,5.0,380.0
US_CollgCr,1766,3,2.5,5.0,316.0312
US_SawyerW,2097,3,2.5,5.0,182.4
US_SawyerW,1511,3,2.0,5.0,180.0
US_ClearCr,1643,2,2.0,5.0,156.0
US_ClearCr,1688,4,2.5,5.0,160.0
US_CollgCr,990,3,1.0,5.0,124.0
US_CollgCr,1099,3,1.5,5.0,115.2
US_CollgCr,990,3,1.0,5.0,116.0
US_CollgCr,1418,3,2.0,5.0,180.8008
US_CollgCr,1771,3,2.5,5.0,172.56
US_CollgCr,1652,3,2.5,5.0,166.0
US_CollgCr,1790,3,2.5,5.0,154.4
US_CollgCr,1724,3,2.5,5.0,150.4
US_CollgCr,1479,3,2.0,5.0,152.8
US_CollgCr,1494,3,2.0,5.0,176.8
US_CollgCr,1792,3,2.5,5.0,185.2
US_CollgCr,1823,3,2.5,5.0,188.0
US_CollgCr,1786,3,2.5,5.0,178.8
US_CollgCr,938,3,1.0,5.0,104.2
US_CollgCr,985,3,2.0,5.0,119.92
US_CollgCr,1174,3,1.0,5.0,126.4
US_CollgCr,1026,3,1.0,5.0,117.6
US_CollgCr,1076,3,1.5,5.0,114.556
US_CollgCr,1558,2,2.0,5.0,130.4
US_CollgCr,924,3,1.0,5.0,88.0
US_CollgCr,864,3,1.0,5.0,101.6
US_CollgCr,780,2,1.0,5.0,99.92
US_CollgCr,1795,3,2.0,5.0,184.0
US_CollgCr,2031,3,2.5,5.0,189.6
US_CollgCr,1865,3,2.5,5.0,188.0
US_CollgCr,2161,3,2.5,5.0,184.4
US_CollgCr,1852,3,2.5,5.0,184.0
US_CollgCr,2031,3,2.5,5.0,178.0
US_CollgCr,2263,3,2.5,5.0,229.6
US_CollgCr,1947,3,2.5,5.0,219.2
US_CollgCr,1786,3,2.0,5.0,240.0
US_CollgCr,2290,4,2.5,5.0,204.72
US_CollgCr,1768,3,2.5,5.0,179.92
US_CollgCr,2327,4,2.5,5.0,192.0
US_CollgCr,1640,3,2.5,5.0,146.4
US_CollgCr,1764,3,2.5,5.0,165.6
US_CollgCr,1908,4,2.5,5.0,168.0
US_CollgCr,848,1,1.0,5.0,109.2
US_CollgCr,848,1,1.0,5.0,116.0
US_CollgCr,1493,3,2.0,5.0,167.12
US_CollgCr,1838,2,2.0,5.0,148.0
US_CollgCr,1536,3,2.0,5.0,171.2
US_CollgCr,1710,3,2.5,5.0,166.8
US_CollgCr,1445,3,2.0,5.0,149.2
US_CollgCr,1436,3,2.0,5.0,168.0
US_CollgCr,1582,3,2.5,5.0,148.72
US_CollgCr,1234,3,2.0,5.0,143.92
US_CollgCr,1564,3,2.0,5.0,175.0688
US_CollgCr,1361,3,2.0,5.0,154.4
US_CollgCr,1456,3,2.5,5.0,151.2
US_CollgCr,848,1,1.0,5.0,119.44
US_CollgCr,848,1,1.0,5.0,112.8
US_CollgCr,848,1,1.0,5.0,119.2
US_CollgCr,848,1,1.0,5.0,115.6
US_Edwards,796,2,1.0,5.0,68.0
US_Edwards,2200,4,3.0,5.0,116.72
US_Edwards,1092,3,1.0,5.0,98.4
US_Edwards,1256,3,1.5,5.0,118.0
US_Edwards,1033,3,1.0,5.0,132.0
US_Edwards,1127,3,1.5,5.0,108.0
US_Edwards,996,3,1.0,5.0,86.4
US_Edwards,1181,3,2.0,5.0,110.0
US_Edwards,1656,3,2.5,5.0,132.32
US_Edwards,1117,3,1.0,5.0,117.6
US_Edwards,1398,3,1.5,5.0,128.4
US_Edwards,1132,2,1.5,5.0,140.8
US_Edwards,3820,5,3.5,5.0,227.76
US_Edwards,5642,3,2.5,5.0,128.0
US_Edwards,1072,2,1.0,5.0,118.4
US_Edwards,1152,2,2.0,5.0,65.6
US_Edwards,1152,2,2.0,5.0,65.6
US_Edwards,1440,4,2.0,5.0,94.4
US_Edwards,1152,2,2.0,5.0,66.0
US_Edwards,784,2,1.0,5.0,73.52
US_Edwards,1053,2,1.5,5.0,96.0
US_Edwards,1137,4,1.5,5.0,76.8
US_Edwards,930,2,1.0,5.0,79.2
US_Edwards,1200,3,1.0,5.0,104.4
US_Edwards,1470,4,2.0,5.0,108.0
US_Edwards,1393,3,1.5,5.0,108.4
US_Edwards,1204,3,1.0,5.0,80.0
US_Edwards,1292,3,1.5,5.0,86.4
US_Edwards,864,2,1.0,5.0,78.4
US_Edwards,864,2,1.0,5.0,53.6
US_SWISU,1716,6,2.0,5.0,108.72
US_SWISU,1482,4,2.0,5.0,112.0
US_SWISU,2192,4,2.5,5.0,143.6
US_SWISU,1694,4,2.0,5.0,109.2
US_SWISU,1424,2,2.0,5.0,134.4
US_SWISU,1964,4,1.5,5.0,104.0
US_SWISU,2601,4,3.5,5.0,151.2
US_SWISU,1920,4,3.0,5.0,129.52
US_Crawfor,1316,2,1.0,5.0,116.0
US_Crawfor,2555,3,2.0,5.0,152.8
US_Crawfor,1680,4,2.0,5.0,141.6
US_Crawfor,1264,3,1.0,5.0,118.0
US_SWISU,790,2,1.0,5.0,72.8
US_Crawfor,1512,3,2.0,5.0,184.8
US_SWISU,1639,3,1.0,5.0,92.0
US_Crawfor,1603,4,1.0,5.0,110.4
US_Crawfor,1502,3,1.5,5.0,119.2
US_Crawfor,1660,3,1.5,5.0,150.96
US_Crawfor,1938,4,2.0,5.0,158.4
US_Crawfor,1374,3,1.0,5.0,88.0
US_Crawfor,1091,2,1.0,5.0,83.2
US_Crawfor,1873,4,1.5,5.0,205.6608
US_Crawfor,3447,4,3.5,5.0,304.8
US_Crawfor,1954,3,1.5,5.0,249.2
US_Crawfor,2161,3,2.5,5.0,210.72
US_Crawfor,1898,3,2.5,5.0,189.2
US_Crawfor,1640,3,1.0,5.0,179.2
US_Blueste,1032,2,1.0,5.0,93.2
US_Blueste,1556,3,2.5,5.0,120.8
US_IDOTRR,919,2,1.0,5.0,100.8
US_IDOTRR,1090,3,1.0,5.0,96.0
US_IDOTRR,796,2,1.0,5.0,44.0
US_IDOTRR,816,2,1.0,5.0,96.4
US_IDOTRR,778,2,1.0,5.0,96.4
US_IDOTRR,1200,4,1.0,5.0,95.2
US_IDOTRR,1656,3,1.5,5.0,100.8
US_IDOTRR,912,2,1.0,5.0,79.6
US_IDOTRR,1955,4,2.0,5.0,132.4
US_IDOTRR,733,2,1.0,5.0,10.48
US_IDOTRR,1361,2,1.0,5.0,71.2
US_IDOTRR,1317,3,1.0,5.0,32.0
US_IDOTRR,1049,2,1.0,5.0,64.72
US_IDOTRR,894,2,1.0,5.0,64.8
US_IDOTRR,864,3,1.5,5.0,52.0
US_Crawfor,1652,2,2.0,5.0,314.0
US_Crawfor,1648,2,2.0,5.0,235.5712
US_Crawfor,1646,2,2.0,5.0,200.0
US_Crawfor,1646,2,2.0,5.0,220.0
US_Mitchel,2032,3,3.0,5.0,240.0
US_Mitchel,1689,3,2.0,5.0,216.8
US_Mitchel,1820,3,2.5,5.0,170.4
US_Mitchel,1118,3,1.0,5.0,136.8
US_Mitchel,1279,3,2.0,5.0,137.2
US_Mitchel,1872,4,3.0,5.0,80.0
US_Mitchel,1689,3,2.0,5.0,182.8
US_Timber,1786,3,2.0,5.0,183.16
US_Timber,1501,2,2.0,5.0,193.2
US_Timber,2898,2,2.0,5.0,229.6
US_Timber,1537,3,2.0,5.0,235.2
US_Timber,1646,3,2.0,5.0,234.4616
US_Timber,1780,3,2.5,5.0,211.9728
US_Timber,1442,3,2.5,5.0,138.0
US_Timber,1394,3,2.5,5.0,134.0
US_Timber,1612,3,2.5,5.0,174.9512
US_Timber,1495,3,2.0,5.0,120.0
US_Timber,1651,3,2.0,5.0,147.2
US_Timber,1256,3,2.0,5.0,144.0
US_Timber,1509,3,2.0,5.0,140.0
US_Timber,1440,3,2.0,5.0,186.0
US_Timber,1675,3,2.0,5.0,156.0
US_Timber,2262,4,2.5,5.0,244.0
US_Timber,1728,3,2.0,5.0,239.0008
US_Timber,1964,3,2.5,5.0,296.0
US_Mitchel,1344,2,2.0,5.0,167.36
US_Mitchel,1344,2,2.0,5.0,165.04
US_Mitchel,1092,2,1.0,5.0,116.8
US_Mitchel,1189,2,2.0,5.0,128.4
US_Mitchel,1200,3,1.0,5.0,138.4
US_MeadowV,1040,3,1.0,5.0,99.2
US_MeadowV,1304,3,1.5,5.0,92.0
US_MeadowV,1475,4,2.0,5.0,103.6
US_MeadowV,988,2,1.0,5.0,84.0
US_MeadowV,988,1,1.0,5.0,75.92
US_Mitchel,1160,3,1.0,5.0,122.0
US_MeadowV,1092,3,2.5,5.0,78.4
US_MeadowV,630,1,1.0,5.0,64.8
US_Mitchel,988,2,1.0,5.0,90.4
US_Mitchel,816,2,1.0,5.0,102.8
US_Mitchel,923,3,1.0,5.0,95.6
US_Mitchel,816,3,1.0,5.0,104.4
US_Mitchel,816,2,1.0,5.0,110.4
US_Mitchel,845,3,1.0,5.0,107.6
US_Mitchel,1750,4,2.0,5.0,128.0
US_Mitchel,889,3,1.0,5.0,110.0
US_Mitchel,1968,4,2.5,5.0,137.6
US_IDOTRR,1836,4,2.0,5.0,82.4
US_NAmes,1587,3,2.0,5.0,133.84
US_NAmes,1277,2,1.0,5.0,133.6
US_NAmes,2223,3,2.0,5.0,195.2
US_NAmes,2217,4,2.0,5.0,214.4
US_Gilbert,1733,3,2.5,5.0,180.0
US_Gilbert,1572,3,2.5,5.0,134.4
US_Gilbert,1470,3,2.0,5.0,141.6
US_Gilbert,1600,3,2.5,5.0,135.2
US_Gilbert,1384,3,2.5,5.0,129.2
US_StoneBr,1652,2,2.0,5.0,200.8
US_Gilbert,1694,3,2.5,5.0,128.0
US_Gilbert,1714,3,2.5,5.0,144.0
US_Gilbert,1553,3,2.5,5.0,143.0
US_Gilbert,1253,3,2.0,5.0,140.8
US_Gilbert,2299,5,3.5,5.0,163.2
US_Gilbert,1187,3,2.0,5.0,128.0
US_Gilbert,1472,3,2.5,5.0,128.0
US_Gilbert,1482,3,2.5,5.0,131.12
US_Gilbert,1642,3,2.5,5.0,134.4
US_Gilbert,1128,3,1.0,5.0,123.3632
US_StoneBr,1088,2,1.5,5.0,136.0
US_StoneBr,2090,3,2.0,5.0,166.0
US_StoneBr,1179,2,2.0,5.0,145.6
US_StoneBr,1321,1,1.0,5.0,169.6
US_StoneBr,1922,3,2.0,5.0,301.9408
US_StoneBr,2541,4,3.5,5.0,279.412
US_StoneBr,2338,4,2.5,5.0,473.2696
US_Gilbert,1424,3,1.5,5.0,124.0
US_StoneBr,1612,2,2.0,5.0,255.92
US_StoneBr,1419,2,2.0,5.0,313.6
US_StoneBr,2234,1,1.5,5.0,353.5432
US_StoneBr,2042,3,2.0,5.0,364.0
US_NWAmes,1440,3,2.0,5.0,146.32
US_NWAmes,1284,3,2.0,5.0,139.2
US_NWAmes,1868,3,3.5,5.0,142.4
US_NWAmes,1479,3,2.5,5.0,140.8
US_NWAmes,1664,3,2.0,5.0,170.4
US_NWAmes,1930,4,2.5,5.0,153.6
US_NWAmes,1969,3,2.5,5.0,152.0
US_NWAmes,2030,4,2.5,5.0,156.0
US_NWAmes,1032,3,2.0,5.0,118.4
US_NWAmes,1177,3,2.0,5.0,121.2
US_NWAmes,1725,3,2.5,5.0,157.6
US_NWAmes,1353,2,2.0,5.0,153.88
US_NWAmes,1620,4,2.5,5.0,121.6
US_NWAmes,1220,2,2.0,5.0,136.0
US_NWAmes,1484,3,2.0,5.0,140.0
US_NWAmes,1743,3,2.0,5.0,140.0
US_NWAmes,1935,3,2.5,5.0,158.32
US_NWAmes,1324,3,2.0,5.0,139.2
US_NWAmes,1877,4,2.5,5.0,143.12
US_NAmes,1109,3,1.0,5.0,111.2
US_NAmes,981,3,1.5,5.0,114.6
US_NAmes,1479,4,1.5,5.0,147.2
US_NAmes,1422,3,1.0,5.0,124.0
US_NAmes,914,3,1.0,5.0,106.4
US_NAmes,950,3,1.0,5.0,95.6
US_NAmes,872,3,1.0,5.0,98.4
US_NAmes,858,2,1.0,5.0,88.0
US_NAmes,914,2,1.0,5.0,102.4
US_NAmes,864,3,1.0,5.0,96.4
US_NAmes,767,1,1.0,5.0,106.4
US_NAmes,1337,2,2.0,5.0,124.0
US_NAmes,1337,2,2.0,5.0,141.6
US_BrDale,1092,3,1.5,5.0,90.8
US_BrDale,1218,3,1.5,5.0,90.4
US_BrDale,1218,4,1.5,5.0,90.96
US_BrDale,1302,3,2.5,5.0,84.8
US_BrDale,1365,2,1.5,5.0,98.0
US_NPkVill,958,2,2.0,5.0,102.4
US_NPkVill,1548,3,2.5,5.0,124.0
US_NPkVill,1055,2,2.0,5.0,114.0
US_NAmes,988,3,1.0,5.0,103.4
US_NridgHt,1816,3,2.0,5.0,284.8
US_NridgHt,1828,3,2.0,5.0,251.8504
US_NridgHt,1694,3,2.0,5.0,254.4
US_NridgHt,1694,3,2.0,5.0,257.92
US_NridgHt,1734,3,2.0,5.0,254.4
US_NridgHt,2122,2,2.5,5.0,276.3792
US_NridgHt,2121,3,2.5,5.0,332.2384
US_NridgHt,2656,3,2.5,5.0,393.6
US_NridgHt,2550,4,2.5,5.0,271.1448
US_NridgHt,2046,2,2.5,5.0,360.0
US_NridgHt,2172,3,2.5,5.0,224.0
US_NridgHt,2552,3,2.0,5.0,383.2552
US_NridgHt,1973,3,2.0,5.0,316.0
US_NridgHt,2643,3,2.5,5.0,304.0
US_NridgHt,1634,3,2.0,5.0,200.0
US_NridgHt,1976,2,2.0,5.0,352.0
US_NridgHt,2758,4,2.5,5.0,334.4
US_NridgHt,2290,2,2.5,5.0,400.0536
US_NridgHt,2152,3,2.5,5.0,208.0928
US_NridgHt,2473,4,2.5,5.0,253.6
US_NridgHt,2100,3,2.5,5.0,255.6
US_NridgHt,2161,3,1.5,5.0,260.4992
US_NridgHt,1802,3,2.5,5.0,297.6
US_NridgHt,2956,5,2.5,5.0,273.6
US_NridgHt,2468,4,2.5,5.0,283.2
US_NridgHt,2385,3,2.5,5.0,280.0
US_NridgHt,2374,4,2.5,5.0,228.0
US_NridgHt,1818,3,2.5,5.0,225.2
US_NridgHt,1614,3,2.0,5.0,196.56
US_NridgHt,1721,3,2.0,5.0,186.1584
US_NridgHt,1828,3,2.5,5.0,200.0
US_NridgHt,1362,2,2.0,5.0,155.76
US_NridgHt,1302,1,1.5,5.0,163.2
US_NridgHt,1302,1,1.5,5.0,160.0
US_NridgHt,1362,2,2.0,5.0,165.6
US_NridgHt,1554,2,2.0,5.0,167.6
US_NridgHt,1554,2,2.0,5.0,167.6
US_NridgHt,1370,2,2.0,5.0,162.0
US_NridgHt,1577,2,2.0,5.0,224.0
US_NridgHt,1561,2,2.0,5.0,222.0
US_NridgHt,1869,2,2.0,5.0,254.4488
US_NridgHt,1324,2,2.0,5.0,177.096
US_NridgHt,1405,2,2.0,5.0,160.0
US_Gilbert,1496,3,3.0,5.0,145.404
US_Gilbert,1536,3,2.5,5.0,140.8
US_Gilbert,1484,3,2.5,5.0,143.12
US_Gilbert,1458,3,2.0,5.0,134.532
US_Gilbert,1495,3,2.5,5.0,137.54
US_Gilbert,1746,3,2.5,5.0,158.7552
US_Gilbert,1326,3,2.0,5.0,162.4
US_Gilbert,1456,3,2.5,5.0,143.632
US_Gilbert,1302,3,2.0,5.0,141.188
US_Gilbert,1340,3,2.0,5.0,144.9072
US_Gilbert,1412,3,2.5,5.0,125.5456
US_Gilbert,1504,3,2.5,5.0,132.8
US_Gilbert,1456,3,2.5,5.0,142.0752
US_Gilbert,1258,3,2.0,5.0,138.8
US_Blmngtn,1258,2,2.0,5.0,138.0
US_Blmngtn,1402,2,1.0,5.0,155.3608
US_Blmngtn,1589,2,2.0,5.0,181.2
US_Blmngtn,1266,2,2.0,5.0,148.388
US_Gilbert,1530,3,2.0,5.0,207.2
US_Gilbert,1119,2,2.0,5.0,150.8
US_Gilbert,1374,3,2.5,5.0,140.0
US_Gilbert,1959,4,2.5,5.0,172.0
US_Gilbert,1525,3,2.5,5.0,165.264
US_Gilbert,1720,3,2.5,5.0,146.8
US_Gilbert,1394,3,2.5,5.0,132.4
US_Gilbert,1948,4,2.5,5.0,168.8
US_Gilbert,1690,3,2.5,5.0,144.8
US_Gilbert,1995,4,2.5,5.0,175.6
US_Gilbert,1647,3,2.5,5.0,140.0
US_Gilbert,1430,3,2.5,5.0,136.0
US_Gilbert,1320,3,2.5,5.0,129.6
US_Gilbert,1690,3,2.5,5.0,149.6
US_Gilbert,1644,3,2.5,5.0,148.0
US_NoRidge,4476,4,3.5,5.0,596.0
US_NoRidge,2551,4,2.5,5.0,307.6
US_NoRidge,2285,4,2.5,5.0,198.4
US_NoRidge,2633,2,2.5,5.0,373.2
US_NoRidge,3078,4,2.5,5.0,328.0
US_NoRidge,2582,4,2.5,5.0,258.0
US_NoRidge,2385,4,2.5,5.0,201.6
US_NoRidge,4316,4,3.5,5.0,604.0
US_NoRidge,2013,3,2.5,5.0,215.832
US_NoRidge,2398,3,2.5,5.0,252.6
US_NoRidge,2520,4,2.5,5.0,232.0
US_NoRidge,2531,4,2.5,5.0,232.0
US_NoRidge,3228,4,3.0,5.0,344.0
US_NoRidge,2202,4,2.5,5.0,210.4
US_NoRidge,2538,4,2.5,5.0,264.0
US_Somerst,1369,3,2.0,5.0,170.5064
US_Somerst,1542,3,2.0,5.0,208.2088
US_Somerst,1905,3,2.0,5.0,256.0
US_Somerst,1464,3,2.0,5.0,226.3376
US_Somerst,1534,3,2.0,5.0,172.0
US_Somerst,1966,1,2.0,5.0,335.204
US_Somerst,1636,3,2.0,5.0,204.0
US_Somerst,1795,2,2.0,5.0,117.6
US_Somerst,1528,3,4.0,5.0,188.7008
US_Somerst,1726,3,2.0,5.0,249.4976
